gene.id	ensembl.gene.id	chr	gene.symbol	gene.type	length	description	entrez.gene.id	uniprot.id	go.gene.id	X1.tumor.RNA.Illumina	X101.tumor.RNA.Illumina	X102.tumor.RNA.Illumina	X103.tumor.RNA.Illumina	X11.tumor.RNA.Illumina	X12.tumor.RNA.Illumina	X13.tumor.RNA.Illumina	X14.tumor.RNA.Illumina	X15.tumor.RNA.Illumina	X16.tumor.RNA.Illumina	X17.tumor.RNA.Illumina	X18.tumor.RNA.Illumina	X2.tumor.RNA.Illumina	X21.tumor.RNA.Illumina	X22.tumor.RNA.Illumina	X23.tumor.RNA.Illumina	X25.tumor.RNA.Illumina	X26.tumor.RNA.Illumina	X27.tumor.RNA.Illumina	X28.tumor.RNA.Illumina	X29.tumor.RNA.Illumina.88A	X3.tumor.RNA.Illumina	X30.tumor.RNA.Illumina	X31.tumor.RNA.Illumina.92A	X35.tumor.RNA.Illumina	X37.tumor.RNA.Illumina.94A	X38.tumor.RNA.Illumina	X4.tumor.RNA.Illumina	X41.tumor.RNA.Illumina	X42.tumor.RNA.Illumina	X43.tumor.RNA.Illumina	X44.tumor.RNA.Illumina	X47.tumor.RNA.Illumina	X49.tumor.RNA.Illumina	X50.tumor.RNA.Illumina	X54.tumor.RNA.Illumina	X6.tumor.RNA.Illumina	X63.tumor.RNA.Illumina	X64.tumor.RNA.Illumina	X65.tumor.RNA.Illumina	X66.tumor.RNA.Illumina	X68.tumor.RNA.Illumina	X7.tumor.RNA.Illumina	X70.tumor.RNA.Illumina	X71.tumor.RNA.Illumina	X72.tumor.RNA.Illumina	X74.tumor.RNA.Illumina	X75.tumor.RNA.Illumina	X76.tumor.RNA.Illumina.1A	X80.tumor.RNA.Illumina	X81.tumor.RNA.Illumina	X82.tumor.RNA.Illumina	X83.tumor.RNA.Illumina	X84.tumor.RNA.Illumina	X86.tumor.RNA.Illumina	X87.tumor.RNA.Illumina	X88.tumor.RNA.Illumina	X89.tumor.RNA.Illumina	X90.tumor.RNA.Illumina	X92.tumor.RNA.Illumina	X93.tumor.RNA.Illumina	X94.tumor.RNA.Illumina	X95.tumor.RNA.Illumina	X96.tumor.RNA.Illumina	X97.tumor.RNA.Illumina	X98.tumor.RNA.Illumina	X99.tumor.RNA.Illumina	P2.tumor.RNA.Illumina	P3.tumor.RNA.Illumina
ENSG00000285268.1	ENSG00000285268	1	ENSG00000285268	transcribed_processed_pseudogene	114	novel septin family pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290784.1	ENSG00000290784	1	ENSG00000290784	lncRNA	872	novel transcript	NA	NA	NA	0	1	10	6	10	7	0	7	19	6	9	7	0	4	12	7	0	11	2	1	0	9	2	2	9	10	0	21	2	1	2	8	0	16	0	5	6	2	7	0	0	4	11	2	6	2	0	5	2	10	0	0	15	4	5	6	6	5	6	1	14	7	7	0	6	0	10	0	7
ENSG00000230092.8	ENSG00000230092	1	ENSG00000230092	transcribed_unprocessed_pseudogene	238	F-box only protein 25 _FBXO25_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177757.2	ENSG00000177757	1	FAM87B	lncRNA	1947	family with sequence similarity 87 member B [Source:HGNC Symbol;Acc:HGNC:32236]	400728	NA	NA	0	0	3	1	9	0	0	27	2	11	0	9	0	4	9	0	19	10	4	1	6	9	2	1	6	29	0	4	5	1	0	5	2	3	0	31	0	0	0	0	2	0	4	1	0	6	0	0	11	15	0	1	8	0	3	1	2	1	9	7	5	0	0	0	1	0	0	0	0
ENSG00000225880.6	ENSG00000225880	1	LINC00115	lncRNA	3312	long intergenic non-protein coding RNA 115 [Source:HGNC Symbol;Acc:HGNC:26211]	NA	NA	NA	8	21	126	49	167	24	60	42	104	326	9	90	26	54	30	23	136	3	13	28	30	23	51	60	60	71	37	31	88	45	39	12	31	246	0	132	12	0	6	35	30	140	21	19	44	32	0	45	54	178	13	48	195	57	112	100	43	40	123	34	80	58	40	0	11	0	220	37	6
ENSG00000228794.12	ENSG00000228794	1	LINC01128	lncRNA	8389	long intergenic non-protein coding RNA 1128 [Source:HGNC Symbol;Acc:HGNC:49377]	643837	NA	NA	597	286	879	715	620	372	444	527	657	860	517	637	341	403	534	402	567	414	200	201	296	663	846	526	529	1460	245	647	852	385	199	590	241	694	138	794	380	207	224	214	193	502	927	197	202	151	31	261	509	2600	70	446	2656	301	652	960	621	359	868	308	607	783	3908	31	373	0	505	245	224
ENSG00000288531.1	ENSG00000288531	1	ENSG00000288531	lncRNA	2509	novel transcript	107984850	NA	NA	1	0	3	0	0	0	0	10	1	6	0	5	34	0	0	0	0	0	4	0	1	0	1	0	1	13	0	8	12	1	0	6	6	159	0	6	0	0	0	0	0	4	0	0	0	5	0	0	29	21	11	8	6	0	10	2	1	0	2	0	3	0	116	0	0	0	0	0	0
ENSG00000230368.2	ENSG00000230368	1	FAM41C	lncRNA	1807	family with sequence similarity 41 member C [Source:HGNC Symbol;Acc:HGNC:27635]	284593	NA	NA	0	0	0	5	0	0	0	3	7	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	115	0	0	2	0	3	0	0	0	0	3	7	0	0	0	0	0	0	0
ENSG00000234711.1	ENSG00000234711	1	TUBB8P11	unprocessed_pseudogene	1058	tubulin beta 8 class VIII pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:32337]	388579	NA	NA	0	0	1	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	22	0	0
ENSG00000283040.1	ENSG00000283040	1	ENSG00000283040	transcribed_unprocessed_pseudogene	837	FAM166A, pseudogene P3	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272438.1	ENSG00000272438	1	ENSG00000272438	lncRNA	351	novel transcript	NA	NA	NA	0	0	62	4	35	0	8	0	47	8	0	0	8	43	1	0	77	0	1	0	1	0	0	1	6	22	27	0	12	21	0	0	1	3	0	9	0	0	57	0	0	9	2	0	0	0	0	5	7	7	0	1	133	3	11	94	11	3	23	8	16	1	3	0	3	0	1	27	57
ENSG00000230699.2	ENSG00000230699	1	ENSG00000230699	lncRNA	3043	novel transcript	NA	NA	NA	0	5	127	23	20	0	7	6	142	19	0	4	8	117	0	0	33	0	0	7	7	0	14	21	10	53	56	0	36	24	1	0	2	6	0	16	8	0	90	0	0	7	0	0	2	1	0	0	10	9	0	2	227	8	20	361	51	7	16	10	12	4	15	14	3	0	0	56	90
ENSG00000241180.1	ENSG00000241180	1	ENSG00000241180	lncRNA	443	novel transcript	NA	NA	NA	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	5
ENSG00000223764.2	ENSG00000223764	1	LINC02593	lncRNA	4152	long intergenic non-protein coding RNA 2593 [Source:HGNC Symbol;Acc:HGNC:53933]	100130417	NA	NA	1083	49	225	270	901	11	4	124	759	237	21	16	81	368	35	4	114	12	1	42	156	12	124	137	56	1405	307	12	337	175	37	6	104	226	0	362	4	8	13	7	35	288	6	2	1	72	0	55	344	149	7	151	119	415	592	108	16	122	202	418	66	22	93	17	236	0	49	307	13
ENSG00000187634.13	ENSG00000187634	1	SAMD11	protein_coding	3468	sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28706]	148398	Q96NU1	Q96NU1	1095	79	659	367	1529	30	42	323	1063	740	196	38	255	224	115	17	1835	108	45	59	357	72	198	223	242	2519	1082	29	896	448	163	36	280	680	52	761	1	55	84	22	124	1280	4	6	11	172	187	51	606	659	54	277	241	487	718	142	27	188	600	1264	172	46	151	71	1087	0	188	1082	84
ENSG00000188976.11	ENSG00000188976	1	NOC2L	protein_coding	4201	NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517]	26155	Q9Y3T9	Q9Y3T9	907	3092	10381	2916	4131	2701	2941	1753	3982	8913	2092	3006	1752	2945	6249	1967	8849	2015	1826	1191	1613	1944	3234	6575	8787	3563	2671	3267	6398	6227	1516	2447	4859	6352	492	4704	2150	1511	1973	1122	1659	7935	5199	1397	3238	1084	439	1178	4506	7991	2912	1986	10466	4646	4394	5900	10251	2011	8046	2864	8673	4703	2899	511	3095	0	7288	2671	1973
ENSG00000187961.15	ENSG00000187961	1	KLHL17	protein_coding	2567	kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]	339451	Q6TDP4	Q6TDP4	744	412	2803	530	965	300	547	379	593	2441	56	926	271	729	444	66	5166	93	357	231	445	122	496	1122	1293	717	342	66	2205	1331	292	141	1551	637	148	1352	188	37	288	293	282	2914	179	166	539	202	50	182	589	1157	1826	295	1475	702	1212	1436	823	350	1281	714	887	540	293	159	449	0	2660	342	288
ENSG00000187583.11	ENSG00000187583	1	PLEKHN1	protein_coding	3176	pleckstrin homology domain containing N1 [Source:HGNC Symbol;Acc:HGNC:25284]	84069	Q494U1	Q494U1	0	503	1696	1002	118	576	490	137	1181	751	149	348	91	2040	832	276	388	31	219	380	395	64	885	3534	839	101	2586	382	2639	1326	294	214	193	50	43	219	310	275	302	301	104	1640	283	155	1074	130	32	79	366	534	766	764	529	2891	727	2816	2534	708	944	553	1042	1566	355	43	1265	0	3052	2586	302
ENSG00000187642.10	ENSG00000187642	1	PERM1	protein_coding	3520	PPARGC1 and ESRR induced regulator, muscle 1 [Source:HGNC Symbol;Acc:HGNC:28208]	84808	Q5SV97	Q5SV97	0	0	19	20	3	3	8	128	13	7	0	0	5	63	77	14	8	0	0	5	9	0	6	51	41	10	53	2	19	19	1	6	11	4	0	14	8	3	22	7	3	17	3	0	0	7	0	3	2235	21	15	20	196	40	29	66	77	5	17	10	5	9	0	0	50	0	66	53	22
ENSG00000272512.1	ENSG00000272512	1	ENSG00000272512	lncRNA	2086	novel transcript	NA	NA	NA	176	36	194	33	63	43	63	29	463	1117	13	8	29	345	1	140	1402	5	39	167	33	2	1142	195	1342	61	232	20	438	232	742	50	35	48	107	306	88	5	50	52	185	303	1	255	56	93	0	22	78	2287	484	260	387	34	308	67	275	91	543	301	177	203	127	20	105	0	2037	232	50
ENSG00000188290.11	ENSG00000188290	1	HES4	protein_coding	1040	hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]	57801	E9PB28	E9PB28	772	30	1455	133	349	674	320	243	894	1367	310	218	853	723	97	806	3880	111	313	190	107	74	809	3397	4863	1457	3153	907	1931	1462	685	484	2387	707	191	1359	791	202	740	166	68	6748	206	181	187	153	83	164	1332	4127	1922	342	3894	375	1664	342	418	127	2687	1591	2372	168	175	257	2377	0	3149	3153	740
ENSG00000187608.10	ENSG00000187608	1	ISG15	protein_coding	787	ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]	9636	P05161	P05161	278	1210	4157	302	909	1865	854	812	485	3598	616	2842	740	1831	14959	1307	13119	1502	2200	182	1473	3004	774	1099	1029	1282	1435	2091	5071	11613	2159	1488	3761	1634	251	6500	5147	3109	401	529	3136	2554	2685	12416	1770	1379	299	691	5032	13014	1655	416	4100	201	1666	1333	5310	298	3944	3947	7341	1030	403	407	3143	0	7355	1435	401
ENSG00000231702.2	ENSG00000231702	1	ENSG00000231702	processed_pseudogene	154	ribosomal protein L39 _RPL39_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224969.1	ENSG00000224969	1	ENSG00000224969	lncRNA	471	novel transcript	NA	NA	NA	0	0	1	0	0	0	0	0	6	1	0	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	4	0	0	2	5	0	1	0	1	2	0	0	1	0	0	0	0
ENSG00000188157.15	ENSG00000188157	1	AGRN	protein_coding	7477	agrin [Source:HGNC Symbol;Acc:HGNC:329]	375790	O00468	O00468	3505	10347	14703	4930	756	31343	7754	3403	12264	34378	22388	12528	7088	12735	3638	8759	10263	5120	1572	5822	2503	1890	4736	22999	14851	7707	4264	19110	56209	10942	1194	13192	16504	4905	1633	12047	13333	2794	2826	3112	3681	14998	26415	4930	2026	949	114	1419	7055	30024	4047	4717	21252	13425	24637	24711	29932	3723	20749	2471	7970	18867	9970	202	10317	0	34389	4264	2826
ENSG00000242590.1	ENSG00000242590	1	ENSG00000242590	lncRNA	402	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291156.1	ENSG00000291156	1	ENSG00000291156	lncRNA	1288	novel transcript	100288175	NA	NA	0	13	652	83	10	33	176	17	52	121	5	65	161	343	20	120	478	6	62	13	29	1	115	106	181	0	63	255	28	88	5	43	222	9	0	38	141	6	16	16	43	670	29	18	32	40	0	12	74	2313	231	117	2530	13	182	25	488	20	175	34	177	28	936	0	17	0	67	63	16
ENSG00000273443.1	ENSG00000273443	1	ENSG00000273443	lncRNA	829	novel transcript	NA	NA	NA	0	0	0	0	0	0	4	0	4	1	0	0	0	3	1	0	0	0	0	1	1	0	0	2	0	0	5	0	0	3	0	1	12	0	0	1	0	0	0	0	0	8	0	1	0	0	0	5	2	2	0	0	14	0	7	1	1	0	1	0	3	2	2	0	7	0	0	5	0
ENSG00000217801.13	ENSG00000217801	1	ENSG00000217801	transcribed_unprocessed_pseudogene	1219	protein tyrosine phosphatase family pseudogene	NA	NA	NA	0	4	55	15	5	0	7	4	16	25	0	0	25	47	2	1	18	0	3	2	0	0	19	18	11	0	8	10	7	0	4	0	7	0	0	2	41	1	0	0	9	32	2	0	20	0	0	0	8	154	0	3	297	5	20	8	99	5	12	0	10	5	168	0	3	0	0	8	0
ENSG00000237330.3	ENSG00000237330	1	RNF223	protein_coding	1900	ring finger protein 223 [Source:HGNC Symbol;Acc:HGNC:40020]	401934	E7ERA6	E7ERA6	0	49	1316	477	0	1	0	46	369	28	51	0	186	567	915	303	19	0	6	55	36	0	106	3295	667	24	253	175	237	217	14	135	0	321	0	0	57	106	153	10	6	1169	159	3	30	70	27	33	92	2902	208	315	2009	211	919	197	96	65	21	720	205	97	651	20	391	0	445	253	153
ENSG00000131591.18	ENSG00000131591	1	C1ORF159	protein_coding	3315	chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]	54991	Q96HA4	Q96HA4	302	482	2590	989	853	310	255	298	638	1934	262	448	398	749	912	321	1663	163	244	238	339	218	309	1349	2578	561	958	454	2204	1069	514	352	1255	1834	109	1138	519	151	688	141	430	2177	576	242	333	275	0	283	942	3809	861	541	4321	1309	1613	1199	1158	271	1457	585	1141	778	664	144	688	0	2156	958	688
ENSG00000285812.1	ENSG00000285812	1	ENSG00000285812	lncRNA	1095	novel transcript, antisense to C1orf159	NA	NA	NA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5
ENSG00000223823.1	ENSG00000223823	1	LINC01342	lncRNA	1620	long intergenic non-protein coding RNA 1342 [Source:HGNC Symbol;Acc:HGNC:50551]	254099	NA	NA	0	2	56	1	15	0	0	0	6	2	0	0	10	1	0	0	0	0	0	0	5	0	2	0	5	0	20	0	3	7	2	0	1	132	0	1	0	0	4	0	0	4	0	0	0	0	0	5	0	80	0	0	94	0	3	24	6	1	1	4	6	6	30	0	1	0	0	20	4
ENSG00000207730.3	ENSG00000207730	1	MIR200B	miRNA	95	microRNA 200b [Source:HGNC Symbol;Acc:HGNC:31579]	406984	NA	NA	10	3	65	10	0	1	0	0	20	11	5	0	0	17	1	6	0	0	0	4	0	0	15	28	9	5	7	1	110	1	0	0	1	7	0	0	2	1	15	5	0	15	4	0	4	0	0	0	8	2	5	4	33	110	20	40	13	3	6	0	0	19	12	0	2	0	12	7	15
ENSG00000207607.3	ENSG00000207607	1	MIR200A	miRNA	90	microRNA 200a [Source:HGNC Symbol;Acc:HGNC:31578]	406983	NA	NA	0	7	77	21	0	7	0	0	34	18	3	0	2	30	3	0	0	0	0	6	1	0	27	34	13	0	11	0	78	1	1	0	0	11	0	0	0	2	0	0	0	3	1	0	3	0	0	0	5	14	0	4	30	89	15	26	40	7	5	2	1	20	14	0	0	0	12	11	0
ENSG00000198976.1	ENSG00000198976	1	MIR429	miRNA	83	microRNA 429 [Source:HGNC Symbol;Acc:HGNC:13784]	554210	NA	NA	0	21	458	46	0	11	2	0	97	56	3	0	3	59	7	2	0	0	17	18	5	0	53	91	67	3	55	1	239	19	25	2	3	252	0	0	6	2	2	21	2	51	6	5	27	6	0	1	39	130	0	28	149	219	68	84	123	53	81	9	51	79	83	0	47	0	60	55	2
ENSG00000272141.1	ENSG00000272141	1	ENSG00000272141	lncRNA	987	novel transcript	NA	NA	NA	1	189	4258	435	0	57	48	8	461	696	21	0	106	366	102	66	9	0	159	121	199	0	285	670	1449	67	1125	18	1330	2714	544	4	239	7200	0	1	59	21	412	303	26	832	106	102	1307	230	42	32	342	2932	276	283	1619	1228	516	490	745	228	1065	789	1248	586	805	68	560	0	1151	1125	412
ENSG00000205231.1	ENSG00000205231	1	TTLL10-AS1	lncRNA	3532	TTLL10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41159]	100506376	NA	NA	0	1	20	0	27	0	0	3	4	9	0	2	30	0	0	0	10	0	4	0	6	5	2	0	0	4	0	2	2	4	1	0	4	8	0	3	0	0	0	0	0	0	6	0	3	0	0	1	20	40	0	0	1	0	4	1	2	0	0	0	4	0	4	0	0	0	0	0	0
ENSG00000162571.14	ENSG00000162571	1	TTLL10	protein_coding	2307	tubulin tyrosine ligase like 10 [Source:HGNC Symbol;Acc:HGNC:26693]	254173	Q6ZVT0	Q6ZVT0	138	2	126	26	30	14	2	9	25	153	0	0	21	6	0	0	0	9	0	6	0	26	2	4	46	25	117	12	15	5	10	2	15	39	0	19	41	4	14	0	0	31	5	8	63	4	0	16	29	69	4	17	374	43	23	127	30	13	18	32	179	7	22	12	29	0	34	117	14
ENSG00000186891.14	ENSG00000186891	1	TNFRSF18	protein_coding	1083	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]	8784	Q9Y5U5	Q9Y5U5	100	109	455	49	666	81	83	136	39	402	53	122	110	59	29	25	343	130	249	3	146	274	681	59	92	72	323	317	384	694	287	142	626	356	212	659	82	55	17	42	72	215	1470	178	40	310	137	205	657	1630	71	65	538	9	114	141	21	9	729	709	3532	14	97	34	70	0	219	323	17
ENSG00000186827.12	ENSG00000186827	1	TNFRSF4	protein_coding	1707	TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]	7293	P43489	P43489	298	233	316	72	1734	231	243	258	83	861	96	191	238	57	45	17	517	282	203	48	248	529	49	272	403	291	161	429	725	683	272	157	970	389	74	961	33	29	84	102	66	275	85	170	101	603	63	554	711	2184	129	147	840	86	595	318	40	11	701	856	374	91	44	97	148	0	595	161	84
ENSG00000078808.20	ENSG00000078808	1	SDF4	protein_coding	3516	stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]	51150	A0A024R084	A0A024R084	3459	4219	8974	3411	6845	8011	5579	4532	6015	17550	5238	8269	4925	3734	8398	3628	5736	6468	1481	1401	2526	5984	4428	8012	11401	11884	2397	9280	13451	3661	1575	4739	7959	18443	1162	17347	4696	1454	2249	2276	1992	14479	10627	1902	1661	1595	449	2189	11102	13857	2275	3730	15495	5228	12754	6828	10734	2606	15789	4689	9098	4800	3690	692	6126	0	14052	2397	2249
ENSG00000176022.7	ENSG00000176022	1	B3GALT6	protein_coding	2805	beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]	126792	Q96L58	Q96L58	411	573	1771	920	1535	2013	895	615	1076	2776	850	799	1118	544	1153	908	2123	1393	671	193	903	1353	489	1947	3098	1391	1038	2179	2117	1798	303	1377	1134	1347	394	2212	1343	275	900	563	396	3644	1166	643	512	475	258	429	1820	2268	651	741	3703	1646	2496	836	1237	440	2441	1189	1923	1053	897	179	1355	0	1293	1038	900
ENSG00000184163.3	ENSG00000184163	1	C1QTNF12	protein_coding	1036	C1q and TNF related 12 [Source:HGNC Symbol;Acc:HGNC:32308]	388581	Q5T7M4	Q5T7M4	0	16	111	11	38	18	64	18	44	193	3	335	30	26	840	3	131	7	206	10	9	7	817	9	113	46	67	36	43	77	66	1	463	1376	0	104	0	1	73	11	20	74	667	29	28	10	0	23	63	133	69	22	143	13	117	37	87	17	175	203	111	7	18	9	26	0	59	67	73
ENSG00000260179.1	ENSG00000260179	1	ENSG00000260179	lncRNA	1558	novel transcript	NA	NA	NA	0	3	21	6	14	0	12	3	6	29	0	8	3	4	2	1	44	0	1	1	4	0	7	4	11	8	1	0	4	10	2	0	18	6	0	12	0	0	0	5	4	14	1	0	0	0	0	2	15	22	31	17	12	7	6	7	15	3	18	5	19	5	1	9	24	0	20	1	0
ENSG00000160087.21	ENSG00000160087	1	UBE2J2	protein_coding	2455	ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]	118424	A0A024R075	A0A024R075	1428	1485	4109	1284	3120	1766	1029	998	1560	5556	1255	1753	1366	1307	3661	1406	3882	1576	781	522	1170	1914	1276	2477	3502	2314	1488	2505	3609	2747	740	2374	3368	4121	527	3097	1314	520	925	725	627	4295	2919	782	1190	741	238	841	2899	5380	2046	1162	5194	2202	3282	1852	3332	677	4222	1805	3902	1546	1161	497	2424	0	4027	1488	925
ENSG00000230415.1	ENSG00000230415	1	LINC01786	lncRNA	389	long intergenic non-protein coding RNA 1786 [Source:HGNC Symbol;Acc:HGNC:52575]	NA	NA	NA	59	14	20	9	52	6	15	26	35	57	0	27	34	11	0	0	61	0	13	3	9	4	22	6	9	51	38	0	57	26	4	2	48	20	0	80	0	0	17	16	9	52	0	2	11	9	0	8	35	32	61	7	54	29	11	32	3	24	39	20	8	29	3	8	2	0	5	38	17
ENSG00000162572.21	ENSG00000162572	1	SCNN1D	protein_coding	3475	sodium channel epithelial 1 subunit delta [Source:HGNC Symbol;Acc:HGNC:10601]	6339	A6NNF7	A6NNF7	734	110	256	101	508	23	136	204	223	460	11	140	182	85	78	13	1383	22	95	31	106	50	263	91	230	302	273	19	552	181	57	10	378	191	5	597	17	9	71	78	109	492	187	38	108	83	70	114	398	328	293	149	336	114	172	276	66	266	424	325	181	251	56	12	118	0	268	273	71
ENSG00000131584.19	ENSG00000131584	1	ACAP3	protein_coding	5319	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	116983	Q8WTZ1	Q8WTZ1	2973	1237	5525	3376	2473	1115	1670	1756	4101	6792	560	3600	1535	3720	1391	462	3471	793	1056	852	1172	628	2254	7474	6879	3936	4497	1137	5775	4207	633	554	3297	3432	791	6442	1450	340	2167	816	535	7915	877	430	1596	777	191	648	3325	8516	4226	1309	8501	3640	3430	3504	2903	1513	3554	2827	3064	2041	3318	569	1971	0	5943	4497	2167
ENSG00000278073.1	ENSG00000278073	1	MIR6726	miRNA	61	microRNA 6726 [Source:HGNC Symbol;Acc:HGNC:50009]	102465434	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169972.13	ENSG00000169972	1	PUSL1	protein_coding	1783	pseudouridine synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26914]	126789	Q8N0Z8	Q8N0Z8	85	410	1176	507	572	465	327	286	399	690	417	413	253	433	1127	276	703	358	280	114	521	302	235	1572	1414	508	1058	672	844	2525	206	864	961	947	6	861	313	139	192	301	231	2213	844	203	433	239	107	130	729	1852	382	752	2142	856	1176	925	877	171	1207	578	1443	645	484	156	1162	0	1175	1058	192
ENSG00000127054.22	ENSG00000127054	1	INTS11	protein_coding	3079	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]	54973	Q5TA45	Q5TA45	2159	2343	6716	4020	5208	3052	2305	2001	3370	10000	1283	3859	1792	2431	2959	1226	7464	1743	1101	986	2039	2114	2140	3418	4997	3765	4054	2341	7196	4145	1582	1474	4363	5610	571	5547	1877	711	1467	1386	1703	7028	1657	1217	1773	1007	469	1434	4807	5138	4099	1687	8070	3556	4919	3750	6870	1412	5772	2675	6523	3222	1506	435	2605	0	7921	4054	1467
ENSG00000283712.1	ENSG00000283712	1	MIR6727	miRNA	65	microRNA 6727 [Source:HGNC Symbol;Acc:HGNC:50171]	102465435	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240731.1	ENSG00000240731	1	ENSG00000240731	lncRNA	386	novel transcript	NA	NA	NA	47	28	49	222	25	1	26	37	96	129	3	159	24	100	16	1	10	8	2	32	10	5	68	26	31	78	0	5	108	18	5	6	3	16	0	103	32	0	0	0	5	29	16	2	4	8	0	9	7	25	12	9	80	85	65	111	175	35	21	10	14	52	21	0	4	0	32	0	0
ENSG00000224051.7	ENSG00000224051	1	CPTP	protein_coding	2154	ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]	80772	Q5TA50	Q5TA50	154	801	3089	997	1486	1386	566	564	886	1716	831	975	1092	985	1955	981	918	628	364	244	749	1115	741	4309	2516	1525	638	1574	2723	1844	375	1473	1645	5081	245	1923	878	448	492	346	613	3228	1686	513	847	457	180	526	2179	4458	484	782	3701	2124	2819	1375	1402	530	2631	1433	2983	1309	703	191	2257	0	2495	638	492
